0:	2.780786589104E-06
1:	4.919358553900E-06
2:	6.834634557197E-06
3:	8.969187010464E-06
4:	1.130448594703E-05
5:	1.332346049227E-05
6:	1.523174247213E-05
7:	1.694916467282E-05
8:	1.846254853810E-05
9:	2.014307786133E-05
10:	2.162597964917E-05
11:	2.328443443834E-05
12:	2.511045076592E-05
13:	2.638123738978E-05
14:	2.734728125244E-05
15:	2.854824139109E-05
16:	2.990967440007E-05
17:	3.144957215290E-05
18:	3.288257726605E-05
19:	3.405572423567E-05
20:	3.506957164534E-05
21:	3.624775863493E-05
22:	3.780585276045E-05
23:	3.958892641780E-05
24:	4.113424361439E-05
25:	4.234515232852E-05
26:	4.334612731793E-05
27:	4.446600103402E-05
28:	4.587100882179E-05
29:	4.738073585713E-05
30:	4.877170622511E-05
31:	4.992472852953E-05
32:	5.095581816671E-05
33:	5.205971263684E-05
34:	5.332044838757E-05
35:	5.465270634579E-05
36:	5.590266505926E-05
37:	5.699063822754E-05
38:	5.798332353320E-05
39:	5.902015619020E-05
40:	6.016309179418E-05
41:	6.135809167490E-05
42:	6.249398160396E-05
43:	6.350917047883E-05
44:	6.449530563122E-05
45:	6.558655966925E-05
46:	6.672786820606E-05
47:	6.789697909368E-05
48:	6.903841994431E-05
49:	7.011750913077E-05
50:	7.116209986146E-05
51:	7.221899376939E-05
52:	7.331455251099E-05
53:	7.443118403320E-05
54:	7.552118048161E-05
55:	7.656584532522E-05
56:	7.758229955715E-05
57:	7.860449572216E-05
58:	7.965290705057E-05
59:	8.071205332627E-05
60:	8.175341725560E-05
61:	8.276185600039E-05
62:	8.374760962618E-05
63:	8.473661166272E-05
64:	8.574132158091E-05
65:	8.675226266405E-05
66:	8.774944780992E-05
67:	8.872206582266E-05
68:	8.967852684198E-05
69:	9.063539714868E-05
70:	9.160151250716E-05
71:	9.257374135873E-05
72:	9.356845734662E-05
73:	9.454458712683E-05
74:	9.551052259865E-05
75:	9.647778888843E-05
76:	9.745373704987E-05
77:	9.843296916327E-05
78:	9.940457705309E-05
79:	1.003625849045E-04
80:	1.013113927399E-04
81:	1.022604769685E-04
82:	1.032144717818E-04
83:	1.041699611267E-04
84:	1.051192623330E-04
85:	1.060582308435E-04
86:	1.069900066479E-04
87:	1.079207832316E-04
88:	1.088541911710E-04
89:	1.097879130713E-04
90:	1.107163765388E-04
91:	1.116368360122E-04
92:	1.125514292323E-04
93:	1.134645706221E-04
94:	1.143786090299E-04
95:	1.152918798830E-04
96:	1.162008924569E-04
97:	1.171035824442E-04
98:	1.180015547811E-04
99:	1.188979047640E-04
100:	1.198004460641E-04
101:	1.207086122267E-04
102:	1.216137368653E-04
103:	1.225145433549E-04
104:	1.234119982134E-04
105:	1.243080849535E-04
106:	1.252039145722E-04
107:	1.260988617810E-04
108:	1.269913958058E-04
109:	1.278806267663E-04
110:	1.287671240505E-04
111:	1.296523197286E-04
112:	1.305370223409E-04
113:	1.314207572953E-04
114:	1.323023540612E-04
115:	1.331811535926E-04
116:	1.340576765465E-04
117:	1.349328725283E-04
118:	1.358072620941E-04
119:	1.366805837263E-04
120:	1.375520434688E-04
121:	1.384212246493E-04
122:	1.392883717362E-04
123:	1.401541459056E-04
124:	1.410191883090E-04
125:	1.418831133873E-04
126:	1.427453451277E-04
127:	1.436055854687E-04
128:	1.444640302156E-04
129:	1.453211771804E-04
130:	1.461821880299E-04
131:	1.470423419292E-04
132:	1.479012218558E-04
133:	1.487585736729E-04
134:	1.496145389992E-04
135:	1.504694601468E-04
136:	1.513235500971E-04
137:	1.521767216603E-04
138:	1.530286741053E-04
139:	1.538792580317E-04
140:	1.547286072538E-04
141:	1.555769497039E-04
142:	1.564244053757E-04
143:	1.572709161305E-04
144:	1.581163231677E-04
145:	1.589605096120E-04
146:	1.598035306348E-04
147:	1.606455637935E-04
148:	1.614867330719E-04
149:	1.623269838126E-04
150:	1.631661907830E-04
151:	1.640043497758E-04
152:	1.648414666714E-04
153:	1.656776708629E-04
154:	1.665130155650E-04
155:	1.673475016444E-04
156:	1.681810548448E-04
157:	1.690136488874E-04
158:	1.698453290422E-04
159:	1.706761956656E-04
160:	1.715079961399E-04
161:	1.723395090196E-04
162:	1.731703431485E-04
163:	1.740004353817E-04
164:	1.748298367545E-04
165:	1.756586021661E-04
166:	1.764867556300E-04
167:	1.773143244626E-04
168:	1.781412520666E-04
169:	1.789675598290E-04
170:	1.797932330089E-04
171:	1.806183412762E-04
172:	1.814429133523E-04
173:	1.822669387417E-04
174:	1.830904103770E-04
175:	1.839132861469E-04
176:	1.847356281550E-04
177:	1.855574312891E-04
178:	1.863787570196E-04
179:	1.871995834599E-04
180:	1.880198872537E-04
181:	1.888396809911E-04
182:	1.896589444899E-04
183:	1.904777236654E-04
184:	1.912960271235E-04
185:	1.921138528930E-04
186:	1.929311970259E-04
187:	1.937480456151E-04
188:	1.945644116905E-04
189:	1.953803260183E-04
190:	1.961958658486E-04
191:	1.970117029967E-04
192:	1.978271182710E-04
193:	1.986421167755E-04
194:	1.994567155352E-04
195:	2.002709013780E-04
196:	2.010847118511E-04
197:	2.018981318954E-04
198:	2.027111688925E-04
199:	2.035238032042E-04
200:	2.043360727129E-04
201:	2.051479574874E-04
202:	2.059594853720E-04
203:	2.067706461479E-04
204:	2.075814497126E-04
205:	2.083918950672E-04
206:	2.092019962299E-04
207:	2.100117563553E-04
208:	2.108211854203E-04
209:	2.116302936166E-04
210:	2.124390745778E-04
211:	2.132475409391E-04
212:	2.140556922943E-04
213:	2.148635501714E-04
214:	2.156711052733E-04
215:	2.164783814290E-04
216:	2.172853753094E-04
217:	2.180921287316E-04
218:	2.188986535651E-04
219:	2.197049880995E-04
220:	2.205111157332E-04
221:	2.213170385910E-04
222:	2.221230822497E-04
223:	2.229289272697E-04
224:	2.237345761968E-04
225:	2.245400350016E-04
226:	2.253453173261E-04
227:	2.261504231725E-04
228:	2.269553739625E-04
229:	2.277601608649E-04
230:	2.285648037245E-04
231:	2.293692931602E-04
232:	2.301736449085E-04
233:	2.309778566773E-04
234:	2.317819320403E-04
235:	2.325858826241E-04
236:	2.333897005859E-04
237:	2.341934038365E-04
238:	2.349969805703E-04
239:	2.358004474740E-04
240:	2.366037973692E-04
241:	2.374070376323E-04
242:	2.382101711666E-04
243:	2.390131950125E-04
244:	2.398161226257E-04
245:	2.406189454943E-04
246:	2.414216725236E-04
247:	2.422243031511E-04
248:	2.430268365134E-04
249:	2.438292832654E-04
250:	2.446316349075E-04
251:	2.454339004239E-04
252:	2.462360805592E-04
253:	2.470382499664E-04
254:	2.478404155559E-04
255:	2.486425019997E-04
256:	2.494445216472E-04
257:	2.502464665818E-04
258:	2.510483497727E-04
259:	2.518501559034E-04
260:	2.526519081216E-04
261:	2.534535872420E-04
262:	2.542552135588E-04
263:	2.550567713464E-04
264:	2.558582835871E-04
265:	2.566597289396E-04
266:	2.574611320250E-04
267:	2.582624729909E-04
268:	2.590637755050E-04
269:	2.598650241624E-04
270:	2.606662364236E-04
271:	2.614674015859E-04
272:	2.622685345742E-04
273:	2.630696273978E-04
274:	2.638706885367E-04
275:	2.646717171643E-04
276:	2.654727151543E-04
277:	2.662736859587E-04
278:	2.670746279606E-04
279:	2.678755514941E-04
280:	2.686764521101E-04
281:	2.694773458495E-04
282:	2.702782309386E-04
283:	2.710791390987E-04
284:	2.718800851822E-04
285:	2.726811479488E-04
286:	2.734822734271E-04
287:	2.742834475279E-04
288:	2.750846496585E-04
289:	2.758858896042E-04
290:	2.766871573548E-04
291:	2.774884654971E-04
292:	2.782898114813E-04
293:	2.790912076433E-04
294:	2.798926556864E-04
295:	2.806941623613E-04
296:	2.814957326556E-04
297:	2.822973657968E-04
298:	2.830990686585E-04
299:	2.839008363126E-04
300:	2.847026787007E-04
301:	2.855045903960E-04
302:	2.863065815884E-04
303:	2.871086486039E-04
304:	2.879107987640E-04
305:	2.887130316386E-04
306:	2.895153494280E-04
307:	2.903177558599E-04
308:	2.911202494033E-04
309:	2.919228360891E-04
310:	2.927255137073E-04
311:	2.935282862932E-04
312:	2.943311557166E-04
313:	2.951341201169E-04
314:	2.959371872982E-04
315:	2.967403500094E-04
316:	2.975436192728E-04
317:	2.983470085539E-04
318:	2.991505127788E-04
319:	2.999541223580E-04
320:	3.007578414167E-04
321:	3.015616683045E-04
322:	3.023656088774E-04
323:	3.031696569536E-04
324:	3.039738231454E-04
325:	3.047780986351E-04
326:	3.055824930109E-04
327:	3.063870007112E-04
